                2014                   3                   5                   2                   2                   1                   7                   1                   1                   0                   0                   0                  -1                   5                   2                  -1                   4                  87                   2
                2014                  22                   3                   0                   2                   1                   2                   0                   8                   3                   2                   2                  20                   1                   2                  37                   1                  88                   3
                2014                  19                   3                   2                   1                   1                  -1                   3                   7                   1                   2                   0                  -1                   5                   2                  65                   1                  89                   1
                2014                  19                   3                   2                   2                   2                   7                   1                   0                   2                   0                   0                  -1                   5                   2                  35                   1                  90                   3
                2014                  24                   3                   2                   1                   1                   7                   1                   7                   2                   1                   0                  -1                   5                   2                  45                   1                  91                   2
                2014                  13                   2                   0                   2                   2                   1                   0                   1                   1                   5                   1                  -1                   1                   2                  -1                   5                  92                   1
                2014                  24                   2                   2                   2                   2                   3                   4                   4                   3                   0                   2                  -1                   1                   2                  -1                   8                  93                   3
                2014                  16                   3                   2                   1                   2                  -1                   7                   4                   0                   2                   0                  -1                   5                   2                  15                   2                  94                   2
                2014                  13                   4                   5                   3                   2                   7                   2                   1                   1                   3                   0                  -1                   3                   2                  -1                   4                  95                   2
                2014                  18                   3                   2                   2                   2                   7                   1                   0                   2                   0                   0                  -1                   5                   1                  -1                   3                  96                   1
                2014                  10                   2                   0                   3                   2                   7                   3                   0                   1                   1                   0                  -1                   4                   2                  -1                   3                  97                   1
                2014                  17                   1                   0                   2                   2                  -1                   1                   2                   1                   2                   0                  -1                   5                   2                  40                   1                  98                   3
                2014                  26                   3                   2                   2                   2                   9                   4                   7                   4                   1                   9                  99                   9                   2                  60                   1                  99                   3
                2014                  98                   1                   2                   2                   1                  -1                   0                   1                   0                   8                   0                  -1                   2                   2                  -1                   4                 100                   2
                2014                  22                   4                   2                   2                   2                   7                   1                   1                   1                   3                   0                  -1                   5                   2                  56                   1                 101                   2
                2014                  21                   3                   3                   1                   1                   7                   4                   7                   4                   0                   0                  -1                   5                   2                  55                   1                 102                   2
                2014                  15                   1                   0                   2                   2                   7                   1                   8                   1                   3                   0                  -1                   2                   2                  36                   1                 103                   3
                2014                  18                   3                   2                   1                   2                   1                   1                   1                   3                   0                   2                  40                   1                   2                  38                   1                 104                   2
                2014                  26                   3                   0                   1                   1                   1                   0                   1                   4                   0                   2                  45                   1                   1                  72                   1                 105                   1
